loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_kepmag
800,8344004,K00573.02,Kepler-188 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.06190864,5.0130000e-06,-5.01E-06,133.19888,2.060000e-03,-2.06E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.674
801,8355239,K00574.01,Kepler-189 c,CONFIRMED,CANDIDATE,,0,0,0,0,20.13490007,3.5480000e-05,-3.55E-05,171.36734,1.380000e-03,-1.38E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.859
802,8355239,K00574.02,Kepler-189 b,CONFIRMED,CANDIDATE,,0,0,0,0,10.39986173,4.5160000e-05,-4.52E-05,141.51366,3.460000e-03,-3.46E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.859
803,8367113,K00575.01,Kepler-606 b,CONFIRMED,CANDIDATE,,0,0,0,0,24.31574009,7.3350000e-05,-7.34E-05,183.40875,2.390000e-03,-2.39E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.686
804,8474898,K00576.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,199.443024,6.8420000e-04,-6.84E-04,240.85148,2.310000e-03,-2.31E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.546
805,8558011,K00577.01,Kepler-607 c,CONFIRMED,CANDIDATE,,0,0,0,0,39.6766071,2.4460000e-04,-2.45E-04,178.55555,5.030000e-03,-5.03E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.405
806,8558011,K00577.02,Kepler-607 b,CONFIRMED,CANDIDATE,,0,0,0,0,0.638162933,1.9220000e-06,-1.92E-06,131.74826,2.560000e-03,-2.56E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.405
807,8565266,K00578.01,Kepler-608 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.412512953,5.0360000e-06,-5.04E-06,169.879804,6.160000e-04,-6.16E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.684
808,8616637,K00579.01,Kepler-190 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.019997006,2.7580000e-06,-2.76E-06,170.07102,1.040000e-03,-1.04E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.137
809,8616637,K00579.02,Kepler-190 c,CONFIRMED,CANDIDATE,,0,0,0,0,3.763041531,6.0120000e-06,-6.01E-06,132.59298,1.360000e-03,-1.36E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.137
810,8625925,K00580.01,Kepler-609 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.521209629,8.3860000e-06,-8.39E-06,175.7111,1.050000e-03,-1.05E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.856
811,8822216,K00581.01,Kepler-610 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.996926239,6.3350000e-06,-6.34E-06,175.914281,7.190000e-04,-7.19E-04,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.807
812,8822216,K00581.02,Kepler-610 c,CONFIRMED,CANDIDATE,,0,0,0,0,151.863949,1.3870000e-03,-1.39E-03,143.31451,7.190000e-03,-7.19E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.807
813,9020160,K00582.01,Kepler-191 d,CONFIRMED,CANDIDATE,,0,0,0,0,5.945043548,7.5530000e-06,-7.55E-06,170.472237,9.900000e-04,-9.90E-04,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.808
814,9020160,K00582.02,Kepler-191 c,CONFIRMED,CANDIDATE,,0,0,0,0,17.73842886,5.9260000e-05,-5.93E-05,148.99011,2.850000e-03,-2.85E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.808
815,9020160,K00582.03,Kepler-191 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.93962361,5.5380000e-05,-5.54E-05,131.58267,4.210000e-03,-4.21E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.808
816,9076513,K00583.01,Kepler-611 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.437029217,5.0170000e-06,-5.02E-06,170.73808,1.700000e-03,-1.70E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.573
817,9146018,K00584.01,Kepler-192 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.9267215,1.1630000e-05,-1.16E-05,175.68671,9.120000e-04,-9.12E-04,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.129
818,9146018,K00584.02,Kepler-192 c,CONFIRMED,CANDIDATE,,0,0,0,0,21.22349325,4.8500000e-05,-4.85E-05,170.37387,1.920000e-03,-1.92E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.129
819,9146018,K00584.03,Kepler-192 d,CONFIRMED,CANDIDATE,,0,0,0,0,6.47027706,4.5360000e-05,-4.54E-05,136.50567,5.820000e-03,-5.82E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.129
820,9279669,K00585.01,Kepler-612 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.722158895,3.7900000e-06,-3.79E-06,171.560055,8.140000e-04,-8.14E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.911
821,9570741,K00586.01,Kepler-613 b,CONFIRMED,CANDIDATE,,0,0,0,0,15.77980122,4.6730000e-05,-4.67E-05,175.96934,2.340000e-03,-2.34E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.608
822,9607164,K00587.01,Kepler-614 b,CONFIRMED,CANDIDATE,,0,0,0,0,14.03490255,2.3870000e-05,-2.39E-05,171.60491,1.300000e-03,-1.30E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.574
823,9631762,K00588.01,Kepler-615 b,CONFIRMED,CANDIDATE,,0,0,0,0,10.35586478,2.0540000e-05,-2.05E-05,175.68106,1.600000e-03,-1.60E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.337
824,9763754,K00589.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,17.47702,1.2330000e-03,-1.23E-03,186.5568,4.690000e-02,-4.69E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.547
825,9782691,K00590.01,Kepler-193 b,CONFIRMED,CANDIDATE,,0,0,0,0,11.38840217,3.8100000e-05,-3.81E-05,174.55377,2.550000e-03,-2.55E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.615
826,9782691,K00590.02,Kepler-193 c,CONFIRMED,CANDIDATE,,0,0,0,0,50.6985408,2.6600000e-04,-2.66E-04,141.31813,3.670000e-03,-3.67E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.615
827,9886221,K00591.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,2.9926465,1.4620000e-05,-1.46E-05,170.80128,4.080000e-03,-4.08E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.396
828,9957627,K00592.01,Kepler-1723 b,CONFIRMED,CANDIDATE,,0,0,0,0,39.7529915,1.1490000e-04,-1.15E-04,175.46244,2.300000e-03,-2.30E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.292
829,9958962,K00593.01,Kepler-616 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.99760285,2.6270000e-05,-2.63E-05,171.78828,2.040000e-03,-2.04E-03,,,,,,,,,,,,,,4,,,q1_q17_dr25_tce,14.957
830,9958962,K00593.02,Kepler-616 c,CONFIRMED,CANDIDATE,,0,0,0,0,90.4117992,4.6560000e-04,-4.66E-04,208.5028,3.800000e-03,-3.80E-03,,,,,,,,,,,,,,4,,,q1_q17_dr25_tce,14.957
831,9958962,K00593.03,Kepler-616 d,CONFIRMED,CANDIDATE,,0,0,0,0,51.0674355,3.4970000e-04,-3.50E-04,147.60941,5.700000e-03,-5.70E-03,,,,,,,,,,,,,,4,,,q1_q17_dr25_tce,14.957
832,9958962,K00593.04,,CANDIDATE,CANDIDATE,,0,0,0,0,240.192808,8.9890000e-03,-8.99E-03,168.3047,3.070000e-02,-3.07E-02,,,,,,,,,,,,,,4,,,q1_q17_dr25_tce,14.957
833,10216045,K00594.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,16.88954693,,,183.15557,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.736
834,10294465,K00595.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,199.9976349,,,250.97231,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.949
835,10388286,K00596.01,Kepler-617 b,CONFIRMED,CANDIDATE,,0,0,0,0,1.682695938,1.2530000e-06,-1.25E-06,170.453117,5.990000e-04,-5.99E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.818
836,10600261,K00597.01,Kepler-194 c,CONFIRMED,CANDIDATE,,0,0,0,0,17.30795548,5.5520000e-05,-5.55E-05,176.94326,2.360000e-03,-2.36E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.915
837,10600261,K00597.02,Kepler-194 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.09227115,5.8140000e-06,-5.81E-06,133.06258,2.170000e-03,-2.17E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.915
838,10600261,K00597.03,Kepler-194 d,CONFIRMED,CANDIDATE,,0,0,0,0,52.8148051,3.8460000e-04,-3.85E-04,164.90456,5.350000e-03,-5.35E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.915
839,10656823,K00598.01,Kepler-195 b,CONFIRMED,CANDIDATE,,0,0,0,0,8.30783912,1.1440000e-05,-1.14E-05,171.17201,1.040000e-03,-1.04E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.813
840,10656823,K00598.02,Kepler-195 c,CONFIRMED,CANDIDATE,,0,0,0,0,34.0963441,1.9480000e-04,-1.95E-04,153.82654,4.670000e-03,-4.67E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.813
841,10676824,K00599.01,Kepler-1724 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.45442931,1.2500000e-05,-1.25E-05,173.21478,1.460000e-03,-1.46E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.854
842,10718726,K00600.01,Kepler-618 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.595769013,9.3830000e-06,-9.38E-06,170.36915,2.050000e-03,-2.05E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.827
843,10718726,K00600.02,,CANDIDATE,CANDIDATE,,0,0,0,0,294.055263,7.4950000e-03,-7.50E-03,421.853,1.490000e-02,-1.49E-02,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.827
844,10973664,K00601.01,Kepler-619 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.40426917,1.1820000e-05,-1.18E-05,172.18553,1.730000e-03,-1.73E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.697
845,10973664,K00601.02,Kepler-619 d,CONFIRMED,CANDIDATE,,0,0,0,0,11.67894236,2.4520000e-05,-2.45E-05,131.5119,1.770000e-03,-1.77E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.697
846,10973664,K00601.03,Kepler-619 c,CONFIRMED,CANDIDATE,,0,0,0,0,1.208462378,4.3100000e-06,-4.31E-06,133.67712,2.940000e-03,-2.94E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.697
847,12459913,K00602.01,Kepler-620 b,CONFIRMED,CANDIDATE,,0,0,0,0,12.91385906,4.3190000e-05,-4.32E-05,177.27535,2.680000e-03,-2.68E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.647
848,2441151,K00603.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,2.192009479,1.5280000e-06,-1.53E-06,171.671953,5.480000e-04,-5.48E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.687
849,3970233,K00604.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,8.254912972,4.0610000e-06,-4.06E-06,174.43554,3.900000e-04,-3.90E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.034
850,4832837,K00605.01,Kepler-621 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.628117322,1.7700000e-06,-1.77E-06,169.718913,5.390000e-04,-5.39E-04,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.915
851,4832837,K00605.02,,CANDIDATE,CANDIDATE,,0,0,0,0,5.06546874,4.5250000e-05,-4.53E-05,131.94499,7.230000e-03,-7.23E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,14.915
852,5014753,K00606.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,3.170626881,2.2720000e-06,-2.27E-06,172.047171,5.700000e-04,-5.70E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.333
853,5441980,K00607.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.89399142,1.1060000e-06,-1.11E-06,173.485973,1.410000e-04,-1.41E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.377
854,5562784,K00608.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,25.33709016,5.7960000e-05,-5.80E-05,192.91451,1.870000e-03,-1.87E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.716
855,5608566,K00609.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,4.396999852,4.2250000e-06,-4.23E-06,172.023406,7.730000e-04,-7.73E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.491
856,5686174,K00610.01,Kepler-622 b,CONFIRMED,CANDIDATE,,0,0,0,0,14.28228147,2.8200000e-05,-2.82E-05,180.84677,1.660000e-03,-1.66E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.672
857,6309763,K00611.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.251659087,3.6600000e-07,-3.66E-07,171.0604906,8.780000e-05,-8.78E-05,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.022
858,6587002,K00612.01,Kepler-196 b,CONFIRMED,CANDIDATE,,0,0,0,0,20.73989406,4.2800000e-05,-4.28E-05,173.21912,1.750000e-03,-1.75E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.157
859,6587002,K00612.02,Kepler-196 c,CONFIRMED,CANDIDATE,,0,0,0,0,47.4277116,1.2920000e-04,-1.29E-04,216.55737,2.050000e-03,-2.05E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.157
860,6587002,K00612.03,Kepler-196 d,CONFIRMED,CANDIDATE,,0,0,0,0,122.0804953,5.6770000e-04,-5.68E-04,155.02532,4.010000e-03,-4.01E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.157
861,6960456,K00613.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,5.07442951,3.6620000e-05,-3.66E-05,171.55916,6.060000e-03,-6.06E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.789
862,7368664,K00614.01,Kepler-434 b,CONFIRMED,CANDIDATE,,0,0,0,0,12.87471243,4.3800000e-06,-4.38E-06,170.022499,2.690000e-04,-2.69E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.517
863,8374580,K00615.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,176.2432946,3.0590000e-04,-3.06E-04,192.50359,1.300000e-03,-1.30E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.468
864,9714696,K00616.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.433339604,2.1630000e-06,-2.16E-06,169.85606,1.270000e-03,-1.27E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.811
865,9846086,K00617.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,37.86511904,1.5600000e-05,-1.56E-05,198.599331,3.010000e-04,-3.01E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.608
866,10353968,K00618.01,Kepler-623 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.07098164,1.3140000e-05,-1.31E-05,178.3435,1.110000e-03,-1.11E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.959
867,10384962,K00619.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.879243323,1.1930000e-06,-1.19E-06,170.710636,3.270000e-04,-3.27E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.371
868,11773022,K00620.01,Kepler-51 b,CONFIRMED,CANDIDATE,,0,0,0,0,45.15535633,2.4310000e-05,-2.43E-05,159.10544,4.370000e-04,-4.37E-04,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.669
869,11773022,K00620.02,Kepler-51 d,CONFIRMED,CANDIDATE,,0,0,0,0,130.1780296,7.6290000e-05,-7.63E-05,212.032638,4.590000e-04,-4.59E-04,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.669
870,11773022,K00620.03,Kepler-51 c,CONFIRMED,CANDIDATE,,0,0,0,0,85.3162004,2.2830000e-04,-2.28E-04,295.31588,1.890000e-03,-1.89E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,14.669
871,12251650,K00621.01,,CANDIDATE,CANDIDATE,,0,0,0,0,17.76199841,1.7940000e-06,-1.79E-06,174.1831018,8.110000e-05,-8.11E-05,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.762
872,12417486,K00622.01,,CANDIDATE,CANDIDATE,,0,0,0,0,155.042265,4.0070000e-04,-4.01E-04,213.49978,1.810000e-03,-1.81E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.932
873,12068975,K00623.01,Kepler-197 c,CONFIRMED,CANDIDATE,,0,0,0,0,10.34973276,2.9510000e-05,-2.95E-05,174.06193,2.330000e-03,-2.33E-03,,,,,,,,,,,,,,4,,,q1_q17_dr25_tce,11.811
874,12068975,K00623.02,Kepler-197 d,CONFIRMED,CANDIDATE,,0,0,0,0,15.67750191,5.7850000e-05,-5.79E-05,179.47311,2.830000e-03,-2.83E-03,,,,,,,,,,,,,,4,,,q1_q17_dr25_tce,11.811
875,12068975,K00623.03,Kepler-197 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.59931543,1.4240000e-05,-1.42E-05,171.47391,2.050000e-03,-2.05E-03,,,,,,,,,,,,,,4,,,q1_q17_dr25_tce,11.811
876,12068975,K00623.04,Kepler-197 e,CONFIRMED,CANDIDATE,,0,0,0,0,25.2100146,2.0370000e-04,-2.04E-04,154.41122,6.810000e-03,-6.81E-03,,,,,,,,,,,,,,4,,,q1_q17_dr25_tce,11.811
877,3541946,K00624.01,Kepler-198 b,CONFIRMED,CANDIDATE,,0,0,0,0,17.79001678,3.2030000e-05,-3.20E-05,182.43745,1.430000e-03,-1.43E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,13.597
878,3541946,K00624.02,Kepler-198 c,CONFIRMED,CANDIDATE,,0,0,0,0,49.5674085,1.8670000e-04,-1.87E-04,169.54227,3.220000e-03,-3.22E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,13.597
879,3541946,K00624.03,Kepler-198 d,CONFIRMED,CANDIDATE,,0,0,0,0,1.311842968,2.0210000e-06,-2.02E-06,133.11058,1.240000e-03,-1.24E-03,,,,,,,,,,,,,,3,,,q1_q17_dr25_tce,13.597
880,4449034,K00625.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,38.13853099,7.7800000e-05,-7.78E-05,180.43748,1.620000e-03,-1.62E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.592
881,4478168,K00626.01,Kepler-624 b,CONFIRMED,CANDIDATE,,0,0,0,0,14.58649856,2.8490000e-05,-2.85E-05,172.22185,1.650000e-03,-1.65E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.49
882,4478168,K00626.02,,CANDIDATE,CANDIDATE,,0,0,0,0,8.0292018,8.2950000e-05,-8.30E-05,132.8283,8.270000e-03,-8.27E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.49
883,4563268,K00627.01,Kepler-625 b,CONFIRMED,CANDIDATE,,0,0,0,0,7.75192755,1.0670000e-05,-1.07E-05,176.17197,1.120000e-03,-1.12E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.307
884,4563268,K00627.02,Kepler-625 c,CONFIRMED,CANDIDATE,,0,0,0,0,4.16536757,1.4350000e-05,-1.44E-05,132.04068,2.830000e-03,-2.83E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.307
885,4644604,K00628.01,Kepler-626 b,CONFIRMED,CANDIDATE,,0,0,0,0,14.48584765,2.4800000e-05,-2.48E-05,175.00624,1.350000e-03,-1.35E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.946
886,4656049,K00629.01,Kepler-627 b,CONFIRMED,CANDIDATE,,0,0,0,0,40.6992062,1.6940000e-04,-1.69E-04,172.57123,3.010000e-03,-3.01E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.949
887,4659405,K00630.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,4.532402495,9.5010000e-06,-9.50E-06,171.92667,1.900000e-03,-1.90E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.932
888,4742414,K00631.01,Kepler-628 b,CONFIRMED,FALSE POSITIVE,,0,1,0,0,15.45805668,3.0940000e-06,-3.09E-06,173.782454,1.580000e-04,-1.58E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.398
889,4827723,K00632.01,Kepler-629 b,CONFIRMED,CANDIDATE,,0,0,0,0,7.23858162,1.6870000e-05,-1.69E-05,171.21912,1.840000e-03,-1.84E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.359
890,4841374,K00633.01,Kepler-630 b,CONFIRMED,CANDIDATE,,0,0,0,0,161.4746786,8.4620000e-04,-8.46E-04,170.60338,3.690000e-03,-3.69E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.871
891,4861736,K00634.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,6.277827312,8.3050000e-06,-8.31E-06,172.5786,1.070000e-03,-1.07E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.851
892,5020319,K00635.01,Kepler-1725 b,CONFIRMED,CANDIDATE,,0,0,0,0,16.71987303,9.3280000e-05,-9.33E-05,171.40143,4.220000e-03,-4.22E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.034
893,5090690,K00636.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,12.01166109,7.3800000e-07,-7.38E-07,176.6358115,4.750000e-05,-4.75E-05,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.252
894,5098444,K00637.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,26.94927489,2.2850000e-05,-2.29E-05,177.968689,6.880000e-04,-6.88E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.771
895,5113822,K00638.01,Kepler-199 b,CONFIRMED,CANDIDATE,,0,0,0,0,23.6421965,3.1600000e-05,-3.16E-05,172.58844,1.070000e-03,-1.07E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.595
896,5113822,K00638.02,Kepler-199 c,CONFIRMED,CANDIDATE,,0,0,0,0,67.0930642,1.7850000e-04,-1.79E-04,146.57047,2.090000e-03,-2.09E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.595
897,5120087,K00639.01,Kepler-631 b,CONFIRMED,CANDIDATE,,0,0,0,0,17.97979816,6.1280000e-05,-6.13E-05,182.24179,2.610000e-03,-2.61E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.5
898,5121511,K00640.01,Kepler-632 b,CONFIRMED,CANDIDATE,,0,0,0,0,30.99664113,4.6950000e-05,-4.70E-05,191.78502,1.140000e-03,-1.14E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.332
899,5131180,K00641.01,,CANDIDATE,CANDIDATE,,0,0,0,0,14.85185526,2.7540000e-05,-2.75E-05,177.9987,1.450000e-03,-1.45E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.583
900,5181817,K00642.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,4.350413063,9.2180000e-06,-9.22E-06,171.43565,1.570000e-03,-1.57E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.211
901,5309353,K00643.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.376384817,2.1790000e-06,-2.18E-06,169.72919,1.310000e-03,-1.31E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.992
902,5356593,K00644.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,45.97786182,7.3270000e-06,-7.33E-06,240.597609,1.130000e-04,-1.13E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.725
903,5374854,K00645.01,Kepler-633 b,CONFIRMED,CANDIDATE,,0,0,0,0,8.50339249,2.7920000e-05,-2.79E-05,170.86894,2.460000e-03,-2.46E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.716
904,5374854,K00645.02,Kepler-633 c,CONFIRMED,CANDIDATE,,0,0,0,0,23.7832097,1.2870000e-04,-1.29E-04,179.75013,3.880000e-03,-3.88E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.716
905,5384802,K00646.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,3.041547148,1.7600000e-07,-1.76E-07,170.4878722,4.580000e-05,-4.58E-05,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.705
906,5531694,K00647.01,Kepler-634 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.16949729,1.0170000e-05,-1.02E-05,170.31339,1.540000e-03,-1.54E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.55
907,5531694,K00647.02,,CANDIDATE,CANDIDATE,,0,0,0,0,8.1134681,1.6290000e-04,-1.63E-04,132.8253,1.840000e-02,-1.84E-02,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.55
908,5596440,K00648.01,,CANDIDATE,CANDIDATE,,0,0,0,0,10.47490332,6.5330000e-05,-6.53E-05,171.99906,5.770000e-03,-5.77E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.22
909,5613330,K00649.01,Kepler-635 b,CONFIRMED,CANDIDATE,,0,0,0,0,23.44970494,7.1930000e-05,-7.19E-05,182.92295,2.400000e-03,-2.40E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.31
910,5613330,K00649.02,,CANDIDATE,CANDIDATE,,0,0,0,0,10.2090268,1.8790000e-04,-1.88E-04,140.6805,1.850000e-02,-1.85E-02,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.31
911,5786676,K00650.01,Kepler-1665 b,CONFIRMED,CANDIDATE,,0,0,0,0,11.95474513,9.0540000e-06,-9.05E-06,178.721694,6.040000e-04,-6.04E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.594
