loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_kepmag
6119,9307966,K04910.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,3.37487541,4.0660000e-05,-4.07E-05,132.48977,9.950000e-03,-9.95E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.858
6120,2554853,K04911.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,309.494217,8.2360000e-03,-8.24E-03,375.9225,1.190000e-02,-1.19E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.512
6121,5208962,K04912.01,,CANDIDATE,CANDIDATE,,0,0,0,0,0.876850385,7.7180000e-06,-7.72E-06,131.77033,8.320000e-03,-8.32E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.878
6122,5769810,K04913.01,,CANDIDATE,CANDIDATE,,0,0,0,0,6.78788113,8.1530000e-05,-8.15E-05,136.3345,9.860000e-03,-9.86E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.36
6123,5769810,K04913.02,,CANDIDATE,CANDIDATE,,0,0,0,0,8.97377221,7.6030000e-05,-7.60E-05,139.73978,7.350000e-03,-7.35E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.36
6124,12071754,K04914.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.47455167,5.6910000e-05,-5.69E-05,133.55529,9.450000e-03,-9.45E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.211
6125,1161949,K04920.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,473.95103,1.7370000e-02,-1.74E-02,366.0309,1.870000e-02,-1.87E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.978
6126,1164301,K04921.01,,CANDIDATE,CANDIDATE,,0,0,0,0,95.688682,3.5990000e-03,-3.60E-03,224.2893,2.610000e-02,-2.61E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.933
6127,1297263,K04922.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,153.521361,4.3350000e-03,-4.34E-03,281.2973,2.260000e-02,-2.26E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.636
6128,1429589,K04923.01,,CANDIDATE,CANDIDATE,,0,0,0,0,38.168652,1.0680000e-03,-1.07E-03,144.4713,2.570000e-02,-2.57E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.195
6129,1572948,K04924.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,3.0031801,1.7700000e-04,-1.77E-04,132.1161,7.320000e-02,-7.32E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.526
6130,1725193,K04925.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.96384168,8.1900000e-07,-8.19E-07,134.119473,2.220000e-04,-2.22E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.502
6131,1865864,K04926.01,,CANDIDATE,CANDIDATE,,0,0,0,0,69.089357,2.3710000e-03,-2.37E-03,135.4461,2.800000e-02,-2.80E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.572
6132,1870398,K04927.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,43.142257,2.9670000e-03,-2.97E-03,132.3007,6.150000e-02,-6.15E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.756
6133,1873513,K04928.01,Kepler-1624 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.290304098,4.4320000e-06,-4.43E-06,131.90944,1.780000e-03,-1.78E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.669
6134,2010607,K04929.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,18.622214,1.0240000e-03,-1.02E-03,141.6268,5.290000e-02,-5.29E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,11.347
6135,2015013,K04930.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,27.8923345,2.7670000e-04,-2.77E-04,146.02135,6.920000e-03,-6.92E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.373
6136,2019199,K04931.01,,CANDIDATE,CANDIDATE,,0,0,0,0,579.81521,1.7320000e-02,-1.73E-02,343.5587,2.840000e-02,-2.84E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.473
6137,2158460,K04932.01,,CANDIDATE,CANDIDATE,,0,0,0,0,19.12788374,,,134.8576413,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.892
6138,2163226,K04933.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,452.10093,5.4070000e-02,-5.41E-02,460.4884,5.070000e-02,-5.07E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.107
6139,2165352,K04934.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,0.7906069,6.0300000e-07,-6.03E-07,132.077067,6.410000e-04,-6.41E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.469
6140,2305255,K04935.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,24.5714867,8.1550000e-04,-8.16E-04,156.0157,2.350000e-02,-2.35E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.924
6141,2305543,K04936.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.681137796,1.2700000e-07,-1.27E-07,131.57697,1.490000e-04,-1.49E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.545
6142,2309910,K04937.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,1.8437362,1.3190000e-05,-1.32E-05,132.23042,7.150000e-03,-7.15E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.615
6143,2310993,K04938.01,,CANDIDATE,CANDIDATE,,0,0,0,0,55.180772,1.6620000e-03,-1.66E-03,147.7141,2.560000e-02,-2.56E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.551
6144,2437209,K04939.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,281.36926,3.9410000e-03,-3.94E-03,215.41653,7.660000e-03,-7.66E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,16.353
6145,2437653,K04940.01,,CANDIDATE,CANDIDATE,,0,0,0,0,84.6405853,9.6780000e-04,-9.68E-04,183.17243,9.710000e-03,-9.71E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.16
6146,2438406,K04941.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,262.71162,2.1640000e-02,-2.16E-02,134.3692,9.030000e-02,-9.03E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,16.546
6147,2452289,K04942.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,6.0353643,1.3550000e-04,-1.36E-04,133.1818,2.100000e-02,-2.10E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.291
6148,2555080,K04943.01,,CANDIDATE,CANDIDATE,,0,0,0,0,15.2024426,7.5210000e-04,-7.52E-04,136.9199,3.210000e-02,-3.21E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.297
6149,2569488,K04944.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.52327807,2.7510000e-06,-2.75E-06,132.3306,1.470000e-03,-1.47E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.161
6150,2569516,K04945.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,45.5827119,5.3860000e-04,-5.39E-04,138.6761,1.010000e-02,-1.01E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.661
6151,2570432,K04946.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.89140138,9.7280000e-05,-9.73E-05,132.6124,5.850000e-02,-5.85E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,17.159
6152,2574543,K04947.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,6.70258007,4.2600000e-05,-4.26E-05,134.37408,4.480000e-03,-4.48E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.25
6153,2578811,K04948.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,6.2095391,1.1240000e-04,-1.12E-04,135.2715,1.270000e-02,-1.27E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,11.989
6154,2582800,K04949.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,615.16033,1.7680000e-02,-1.77E-02,226.4594,1.810000e-02,-1.81E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.503
6155,2707916,K04950.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,1.89124738,4.9870000e-05,-4.99E-05,132.6891,2.970000e-02,-2.97E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,16.341
6156,2708270,K04951.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,1.89125883,2.7810000e-05,-2.78E-05,132.687,1.200000e-02,-1.20E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.982
6157,2710101,K04952.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,28.88008607,,,144.4386895,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.363
6158,2711123,K04953.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,2.858879267,5.9260000e-06,-5.93E-06,134.17606,1.700000e-03,-1.70E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.529
6159,2833632,K04954.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,241.647602,2.1880000e-03,-2.19E-03,325.21488,7.130000e-03,-7.13E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.586
6160,2836076,K04955.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,528.0796233,,,466.1720499,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.09
6161,2850321,K04956.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,25.2218929,,,143.6316,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,11.941
6162,2861126,K04957.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,105.5212746,,,145.4682374,,,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,15.555
6163,2861126,K04957.02,,CANDIDATE,CANDIDATE,,0,0,0,0,4.98792404,3.2570000e-05,-3.26E-05,133.6552,6.100000e-03,-6.10E-03,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,15.555
6164,2861298,K04958.01,,CANDIDATE,CANDIDATE,,0,0,0,0,581.729006,9.3610000e-03,-9.36E-03,341.09187,9.350000e-03,-9.35E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.362
6165,2987433,K04959.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,420.9292036,8.6280000e-05,-8.63E-05,196.685958,1.640000e-04,-1.64E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.858
6166,2992634,K04960.01,,CANDIDATE,CANDIDATE,,0,0,0,0,47.82278681,,,134.1402656,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.395
6167,3001955,K04961.01,,CANDIDATE,CANDIDATE,,0,0,0,0,348.96347,3.0160000e-02,-3.02E-02,184.8658,5.430000e-02,-5.43E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.325
6168,3003673,K04962.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,57.1143966,9.8360000e-04,-9.84E-04,166.4525,1.540000e-02,-1.54E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.245
6169,3101178,K04963.01,,CANDIDATE,CANDIDATE,,0,0,0,0,59.4037839,8.4930000e-04,-8.49E-04,159.80356,9.940000e-03,-9.94E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,11.679
6170,3117115,K04964.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,485.91276,1.5630000e-02,-1.56E-02,213.3906,1.030000e-02,-1.03E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.645
6171,3120397,K04965.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,20.5311708,4.5460000e-04,-4.55E-04,136.4829,1.800000e-02,-1.80E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.673
6172,3222680,K04966.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,2.31164074,1.0510000e-05,-1.05E-05,132.12133,2.900000e-03,-2.90E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.041
6173,3239171,K04967.01,,CANDIDATE,CANDIDATE,,0,0,0,0,43.581043,1.9880000e-03,-1.99E-03,148.4352,3.720000e-02,-3.72E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.63
6174,3240049,K04968.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.945414866,6.7500000e-06,-6.75E-06,133.95496,1.880000e-03,-1.88E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,11.557
6175,3242039,K04969.01,,CANDIDATE,CANDIDATE,,0,0,0,0,59.14382117,,,180.5653307,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.815
6176,3245638,K04970.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,232.822285,2.0890000e-03,-2.09E-03,253.934,7.890000e-03,-7.89E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.122
6177,3329985,K04971.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,146.355097,3.9750000e-03,-3.98E-03,226.299,2.030000e-02,-2.03E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.913
6178,3340165,K04972.01,,CANDIDATE,CANDIDATE,,0,0,0,0,26.092284,4.5700000e-04,-4.57E-04,149.1087,1.360000e-02,-1.36E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.98
6179,3341760,K04973.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,0.523493764,8.7800000e-07,-8.78E-07,131.6968,1.390000e-03,-1.39E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.085
6180,3341982,K04974.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,514.14221,2.7470000e-02,-2.75E-02,439.365,3.510000e-02,-3.51E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.773
6181,3355104,K04975.01,,CANDIDATE,CANDIDATE,,0,0,0,0,47.0628978,2.1420000e-04,-2.14E-04,171.94782,3.600000e-03,-3.60E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.706
6182,3356156,K04976.01,,CANDIDATE,CANDIDATE,,0,0,0,0,624.90338,1.7890000e-02,-1.79E-02,241.5869,1.990000e-02,-1.99E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.62
6183,3425363,K04977.01,,CANDIDATE,CANDIDATE,,0,0,0,0,25.5338535,4.0430000e-04,-4.04E-04,153.586,1.390000e-02,-1.39E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.573
6184,3428127,K04978.01,,CANDIDATE,CANDIDATE,,0,0,0,0,339.18998,1.4340000e-02,-1.43E-02,300.2366,2.900000e-02,-2.90E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.278
6185,3428359,K04979.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,77.66967809,,,151.0243323,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.528
6186,3439031,K04980.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.976012511,1.4300000e-07,-1.43E-07,132.9704424,4.020000e-05,-4.02E-05,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,11.287
6187,3441795,K04981.01,,CANDIDATE,CANDIDATE,,0,0,0,0,349.73652,1.1620000e-02,-1.16E-02,268.2946,1.920000e-02,-1.92E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.466
6188,3449540,K04982.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.606003121,4.6000000e-08,-4.60E-08,132.4945147,2.410000e-05,-2.41E-05,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.194
6189,3449870,K04983.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,61.438007,1.1690000e-03,-1.17E-03,136.9729,1.760000e-02,-1.76E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.213
6190,3459529,K04984.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,231.364508,4.0130000e-03,-4.01E-03,299.729,1.820000e-02,-1.82E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.267
6191,3532510,K04985.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,106.779168,1.1920000e-03,-1.19E-03,146.11456,8.120000e-03,-8.12E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.598
6192,3540873,K04986.01,,CANDIDATE,CANDIDATE,,0,0,0,0,444.04257,2.8420000e-02,-2.84E-02,334.6734,3.990000e-02,-3.99E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.795
6193,3542117,K04987.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,12.5748872,2.3830000e-04,-2.38E-04,143.1278,1.340000e-02,-1.34E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.94
6194,3542928,K04988.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,484.172005,8.3060000e-03,-8.31E-03,545.2208,1.030000e-02,-1.03E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.881
6195,3545749,K04989.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,277.77499,3.6930000e-02,-3.69E-02,351.829,1.080000e-01,-1.08E-01,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.058
6196,3546821,K04990.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,561.08191,4.6620000e-02,-4.66E-02,133.5178,5.740000e-02,-5.74E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.602
6197,3548645,K04991.01,,CANDIDATE,CANDIDATE,,0,0,0,0,211.330867,7.4690000e-03,-7.47E-03,244.953,3.390000e-02,-3.39E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.27
6198,3553900,K04992.01,,CANDIDATE,CANDIDATE,,0,0,0,0,12.5747207,1.2690000e-04,-1.27E-04,142.34553,9.190000e-03,-9.19E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.133
6199,3554819,K04993.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,43.22793081,,,144.4486525,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.654
6200,3555178,K04994.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,528.10984,5.2380000e-02,-5.24E-02,155.1493,4.820000e-02,-4.82E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.143
6201,3632330,K04995.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,63.12379762,,,147.195046,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.008
6202,3641216,K04996.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,358.5445555,,,376.8056254,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.044
6203,3644399,K04997.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,119.669671,6.8290000e-03,-6.83E-03,176.1667,5.560000e-02,-5.56E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.493
6204,3644649,K04998.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,598.31791,4.3730000e-02,-4.37E-02,295.9314,5.270000e-02,-5.27E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.415
6205,3646449,K04999.01,,CANDIDATE,CANDIDATE,,0,0,0,0,65.752109,1.9340000e-03,-1.93E-03,183.3112,2.490000e-02,-2.49E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.478
6206,3646515,K05000.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,249.613773,,,201.4461838,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.368
6207,3647097,K05001.01,,CANDIDATE,CANDIDATE,,0,0,0,0,59.9655175,7.8480000e-04,-7.85E-04,140.9936,1.220000e-02,-1.22E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.647
6208,3730176,K05002.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,399.49671,2.0310000e-02,-2.03E-02,368.4202,1.470000e-02,-1.47E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.796
6209,3748239,K05003.01,,CANDIDATE,CANDIDATE,,0,0,0,0,112.951287,3.7360000e-03,-3.74E-03,172.0238,1.820000e-02,-1.82E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.446
6210,3751118,K05004.01,,CANDIDATE,CANDIDATE,,0,0,0,0,103.363691,2.2700000e-03,-2.27E-03,194.152,1.870000e-02,-1.87E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.505
6211,3755522,K05005.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,251.958533,4.1040000e-03,-4.10E-03,367.3803,1.120000e-02,-1.12E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.289
6212,3757521,K05006.01,,CANDIDATE,CANDIDATE,,0,0,0,0,126.5145764,,,167.3005742,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.5
6213,3758499,K05007.01,,CANDIDATE,CANDIDATE,,0,0,0,0,14.5168151,2.2990000e-04,-2.30E-04,137.5579,1.320000e-02,-1.32E-02,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.698
6214,3758499,K05007.02,,CANDIDATE,CANDIDATE,,0,0,0,0,80.881757,3.2160000e-03,-3.22E-03,136.6708,1.960000e-02,-1.96E-02,,,,,,,,,,,,,,2,,,q1_q17_dr25_tce,13.698
6215,3763724,K05008.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,225.4342042,,,210.1832295,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.166
6216,3834728,K05009.01,,CANDIDATE,CANDIDATE,,0,0,0,0,359.98653,1.2090000e-02,-1.21E-02,352.5338,2.830000e-02,-2.83E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.155
6217,3836450,K05010.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.540399732,7.3060000e-06,-7.31E-06,131.99296,5.020000e-03,-5.02E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.328
6218,3836509,K05011.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.540389045,2.5900000e-06,-2.59E-06,131.99987,1.430000e-03,-1.43E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.561
6219,3836522,K05012.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.540393027,1.5040000e-06,-1.50E-06,131.998449,8.780000e-04,-8.78E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.844
6220,3846515,K05013.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.888045184,3.1530000e-06,-3.15E-06,131.84685,2.700000e-03,-2.70E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.807
6221,3848665,K05014.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,359.04147,2.1060000e-02,-2.11E-02,274.206,4.660000e-02,-4.66E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.96
6222,3848919,K05015.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.52363021,2.5000000e-08,-2.50E-08,131.7669254,3.960000e-05,-3.96E-05,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.901
6223,3848948,K05016.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.523632451,3.6220000e-06,-3.62E-06,131.76512,6.090000e-03,-6.09E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,10.061
6224,3852865,K05017.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,492.25299,1.1050000e-02,-1.11E-02,520.86,1.800000e-02,-1.80E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.465
6225,3854101,K05018.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,293.5056071,7.3010000e-04,-7.30E-04,328.7269,2.180000e-03,-2.18E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.184
6226,3858926,K05019.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,25.95247,1.0770000e-03,-1.08E-03,149.0004,3.260000e-02,-3.26E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.357
6227,3859890,K05020.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,4.34573349,3.5760000e-05,-3.58E-05,134.40693,9.020000e-03,-9.02E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.864
6228,3863877,K05021.01,,CANDIDATE,CANDIDATE,,0,0,0,0,288.07937,3.7610000e-03,-3.76E-03,355.49261,9.330000e-03,-9.33E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.212
6229,3865815,K05022.01,,CANDIDATE,CANDIDATE,,0,0,0,0,117.2680843,,,146.7201011,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.501
6230,3867593,K05023.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,73.3377984,1.1470000e-04,-1.15E-04,136.58646,1.240000e-03,-1.24E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.559
6231,3941219,K05024.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,282.159571,8.0100000e-03,-8.01E-03,259.9132,2.090000e-02,-2.09E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,10.826
6232,3953106,K05025.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,6.58729511,7.2660000e-05,-7.27E-05,133.3652,1.320000e-02,-1.32E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.035
6233,3953212,K05026.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,459.23193,1.4180000e-02,-1.42E-02,192.7716,1.920000e-02,-1.92E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.469
6234,3955444,K05027.01,,CANDIDATE,CANDIDATE,,0,0,0,0,62.312419,1.2460000e-03,-1.25E-03,146.119,1.400000e-02,-1.40E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.172
6235,3962728,K05028.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,25.9493253,5.8510000e-04,-5.85E-04,155.024,1.470000e-02,-1.47E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.742
